Voltage,Current,Frequency,Temperature,Fault,Shutdown
179,4.22,49.53,32,Undervoltage,Yes
262,6.21,50.23,38,Overvoltage,Yes
228,5.58,49.86,35,Normal,No
244,16.18,50.09,50,Overload,Yes
249,19.63,49.89,54,Overload,Yes
177,4.32,49.94,27,Undervoltage,Yes
148,4.57,49.65,26,Undervoltage,Yes
113,4.89,49.93,32,Undervoltage,Yes
154,3.54,49.24,30,Undervoltage,Yes
166,3.76,49.13,25,Undervoltage,Yes
111,3.73,49.48,33,Undervoltage,Yes
234,4.79,50.04,28,Normal,No
123,3.41,49.7,26,Undervoltage,Yes
131,5.75,49.41,26,Undervoltage,Yes
249,14.61,49.89,40,Overload,Yes
118,3.64,49.33,31,Undervoltage,Yes
281,7.96,50.37,42,Overvoltage,Yes
133,2.49,49.09,29,Undervoltage,Yes
259,18.96,49.82,52,Overload,Yes
224,3.55,50.11,25,Normal,No
229,5.59,50.14,30,Normal,No
254,13.75,49.87,50,Overload,Yes
293,8.85,50.08,36,Overvoltage,Yes
243,11.68,50.19,46,Overload,Yes
138,3.81,49.23,31,Undervoltage,Yes
235,3.65,50.02,26,Normal,No
15,0.0,0.0,20,Line Break,Yes
126,5.39,49.08,25,Undervoltage,Yes
6,0.0,0.0,25,Line Break,Yes
221,7.38,49.96,34,Normal,No
18,0.0,0.0,24,Line Break,Yes
142,3.59,49.09,35,Undervoltage,Yes
16,0.0,0.0,23,Line Break,Yes
258,17.96,50.03,50,Overload,Yes
252,14.32,49.95,55,Overload,Yes
155,5.84,49.29,26,Undervoltage,Yes
145,5.44,49.39,32,Undervoltage,Yes
110,4.57,49.23,33,Undervoltage,Yes
297,7.17,50.11,37,Overvoltage,Yes
258,12.2,50.03,52,Overload,Yes
15,0.0,0.0,25,Line Break,Yes
118,3.94,49.49,35,Undervoltage,Yes
159,2.56,49.68,32,Undervoltage,Yes
268,6.61,50.96,31,Overvoltage,Yes
230,3.56,50.17,29,Normal,No
150,3.51,49.01,30,Undervoltage,Yes
133,3.68,49.44,30,Undervoltage,Yes
230,3.79,49.81,28,Normal,No
273,6.56,50.09,35,Overvoltage,Yes
236,4.04,49.82,35,Normal,No
150,5.22,49.71,27,Undervoltage,Yes
278,8.51,50.61,33,Overvoltage,Yes
242,13.39,50.03,40,Overload,Yes
127,4.61,49.63,30,Undervoltage,Yes
0,0.0,0.0,21,Line Break,Yes
242,16.35,49.98,50,Overload,Yes
242,11.62,49.8,55,Overload,Yes
147,5.97,49.34,32,Undervoltage,Yes
221,3.97,50.12,25,Normal,No
137,4.92,49.05,35,Undervoltage,Yes
1,0.0,0.0,29,Line Break,Yes
233,7.98,50.17,32,Normal,No
293,8.65,50.9,41,Overvoltage,Yes
224,6.85,50.0,30,Normal,No
13,0.0,0.0,26,Line Break,Yes
263,5.2,50.33,43,Overvoltage,Yes
287,6.18,50.67,33,Overvoltage,Yes
13,0.0,0.0,23,Line Break,Yes
241,11.39,49.86,53,Overload,Yes
111,4.7,49.36,28,Undervoltage,Yes
236,6.26,49.97,28,Normal,No
157,4.35,49.48,27,Undervoltage,Yes
232,3.91,50.17,30,Normal,No
293,5.89,50.46,34,Overvoltage,Yes
281,8.88,50.98,33,Overvoltage,Yes
11,0.0,0.0,22,Line Break,Yes
165,4.45,49.04,28,Undervoltage,Yes
256,15.69,50.14,40,Overload,Yes
230,5.21,50.03,25,Normal,No
146,2.5,49.84,29,Undervoltage,Yes
283,9.45,50.7,44,Overvoltage,Yes
289,8.03,50.45,41,Overvoltage,Yes
4,0.0,0.0,26,Line Break,Yes
6,0.0,0.0,29,Line Break,Yes
230,7.85,50.03,30,Normal,No
5,0.0,0.0,28,Line Break,Yes
165,3.97,49.14,29,Undervoltage,Yes
233,4.59,49.96,35,Normal,No
240,7.46,49.87,27,Normal,No
284,8.53,50.6,43,Overvoltage,Yes
254,11.92,50.09,49,Overload,Yes
179,5.21,49.13,27,Undervoltage,Yes
7,0.0,0.0,29,Line Break,Yes
246,12.47,50.14,40,Overload,Yes
241,10.57,50.09,52,Overload,Yes
294,7.45,50.51,35,Overvoltage,Yes
12,0.0,0.0,21,Line Break,Yes
282,7.74,50.62,32,Overvoltage,Yes
10,0.0,0.0,24,Line Break,Yes
4,0.0,0.0,30,Line Break,Yes
260,18.85,50.07,55,Overload,Yes
253,14.34,49.9,42,Overload,Yes
2,0.0,0.0,21,Line Break,Yes
249,15.71,49.95,52,Overload,Yes
4,0.0,0.0,28,Line Break,Yes
138,4.59,49.15,35,Undervoltage,Yes
259,15.21,49.89,46,Overload,Yes
0,0.0,0.0,24,Line Break,Yes
226,6.46,49.81,25,Normal,No
248,18.32,49.89,47,Overload,Yes
10,0.0,0.0,29,Line Break,Yes
142,3.88,49.49,35,Undervoltage,Yes
244,11.88,49.87,42,Overload,Yes
4,0.0,0.0,27,Line Break,Yes
112,3.79,49.96,35,Undervoltage,Yes
0,0.0,0.0,28,Line Break,Yes
273,6.62,50.15,36,Overvoltage,Yes
233,3.54,50.01,28,Normal,No
132,4.03,49.87,25,Undervoltage,Yes
246,13.41,50.03,53,Overload,Yes
230,4.81,49.85,25,Normal,No
15,0.0,0.0,24,Line Break,Yes
240,18.96,50.16,53,Overload,Yes
296,8.35,50.6,35,Overvoltage,Yes
256,12.75,49.85,44,Overload,Yes
105,2.13,49.93,27,Undervoltage,Yes
223,6.85,50.09,32,Normal,No
10,0.0,0.0,21,Line Break,Yes
170,3.33,49.94,27,Undervoltage,Yes
223,6.03,49.95,32,Normal,No
10,0.0,0.0,27,Line Break,Yes
8,0.0,0.0,27,Line Break,Yes
223,5.36,49.98,32,Normal,No
226,5.4,49.83,33,Normal,No
114,4.52,49.17,31,Undervoltage,Yes
101,4.44,49.31,27,Undervoltage,Yes
10,0.0,0.0,27,Line Break,Yes
13,0.0,0.0,24,Line Break,Yes
285,9.52,50.44,41,Overvoltage,Yes
9,0.0,0.0,29,Line Break,Yes
257,11.61,49.94,54,Overload,Yes
298,5.42,50.75,41,Overvoltage,Yes
0,0.0,0.0,23,Line Break,Yes
3,0.0,0.0,30,Line Break,Yes
13,0.0,0.0,29,Line Break,Yes
281,9.03,50.31,39,Overvoltage,Yes
241,17.78,49.96,44,Overload,Yes
254,12.03,50.03,42,Overload,Yes
228,5.73,49.93,34,Normal,No
245,14.51,49.87,44,Overload,Yes
166,2.23,49.71,34,Undervoltage,Yes
239,4.48,49.89,30,Normal,No
239,6.85,50.04,33,Normal,No
236,5.71,50.19,35,Normal,No
108,4.71,49.27,30,Undervoltage,Yes
284,5.2,50.74,38,Overvoltage,Yes
255,19.24,50.08,48,Overload,Yes
116,5.91,49.1,35,Undervoltage,Yes
274,8.39,50.29,39,Overvoltage,Yes
268,5.79,50.64,33,Overvoltage,Yes
100,3.62,49.55,26,Undervoltage,Yes
254,18.82,50.15,40,Overload,Yes
291,6.44,50.79,38,Overvoltage,Yes
233,3.79,50.07,29,Normal,No
6,0.0,0.0,22,Line Break,Yes
275,7.37,50.29,44,Overvoltage,Yes
145,4.18,49.55,29,Undervoltage,Yes
234,6.18,49.91,35,Normal,No
11,0.0,0.0,27,Line Break,Yes
6,0.0,0.0,29,Line Break,Yes
2,0.0,0.0,22,Line Break,Yes
10,0.0,0.0,27,Line Break,Yes
243,15.39,50.19,47,Overload,Yes
103,4.62,49.0,27,Undervoltage,Yes
221,6.16,50.11,30,Normal,No
242,10.48,49.97,54,Overload,Yes
246,19.75,49.92,51,Overload,Yes
261,7.41,50.64,36,Overvoltage,Yes
10,0.0,0.0,29,Line Break,Yes
109,4.74,49.51,28,Undervoltage,Yes
257,16.42,50.2,54,Overload,Yes
250,10.81,50.11,50,Overload,Yes
178,2.71,49.71,35,Undervoltage,Yes
221,7.91,49.89,34,Normal,No
5,0.0,0.0,25,Line Break,Yes
267,8.67,50.52,36,Overvoltage,Yes
278,7.93,50.2,31,Overvoltage,Yes
286,7.1,50.2,41,Overvoltage,Yes
5,0.0,0.0,27,Line Break,Yes
244,12.94,49.89,49,Overload,Yes
244,13.02,50.11,48,Overload,Yes
281,7.55,50.76,30,Overvoltage,Yes
179,4.79,49.18,34,Undervoltage,Yes
284,5.71,50.36,40,Overvoltage,Yes
129,5.14,49.36,30,Undervoltage,Yes
233,7.15,50.1,26,Normal,No
9,0.0,0.0,25,Line Break,Yes
249,17.15,49.88,42,Overload,Yes
11,0.0,0.0,26,Line Break,Yes
9,0.0,0.0,20,Line Break,Yes
152,3.47,49.82,25,Undervoltage,Yes
10,0.0,0.0,21,Line Break,Yes
220,6.56,50.0,27,Normal,No
8,0.0,0.0,23,Line Break,Yes
278,5.07,50.77,32,Overvoltage,Yes
277,5.82,50.07,38,Overvoltage,Yes
266,7.06,50.85,32,Overvoltage,Yes
2,0.0,0.0,29,Line Break,Yes
2,0.0,0.0,28,Line Break,Yes
239,5.98,49.98,28,Normal,No
134,4.1,49.26,25,Undervoltage,Yes
158,5.47,49.54,35,Undervoltage,Yes
288,5.22,50.96,36,Overvoltage,Yes
107,3.95,49.93,30,Undervoltage,Yes
256,10.05,50.14,49,Overload,Yes
297,9.02,50.45,42,Overvoltage,Yes
240,11.6,50.05,41,Overload,Yes
234,4.54,49.81,27,Normal,No
293,6.16,50.2,38,Overvoltage,Yes
6,0.0,0.0,21,Line Break,Yes
106,2.02,49.9,34,Undervoltage,Yes
224,6.95,49.98,28,Normal,No
3,0.0,0.0,28,Line Break,Yes
18,0.0,0.0,28,Line Break,Yes
241,15.21,49.99,46,Overload,Yes
222,7.97,50.12,29,Normal,No
123,5.03,49.13,27,Undervoltage,Yes
249,12.17,49.93,51,Overload,Yes
16,0.0,0.0,23,Line Break,Yes
2,0.0,0.0,22,Line Break,Yes
129,5.54,49.27,28,Undervoltage,Yes
6,0.0,0.0,22,Line Break,Yes
130,2.11,49.75,31,Undervoltage,Yes
13,0.0,0.0,24,Line Break,Yes
225,5.38,50.11,31,Normal,No
136,5.93,49.7,28,Undervoltage,Yes
295,6.67,50.4,33,Overvoltage,Yes
234,4.94,49.9,28,Normal,No
268,8.14,50.48,38,Overvoltage,Yes
237,7.21,50.15,31,Normal,No
12,0.0,0.0,27,Line Break,Yes
248,15.43,50.09,49,Overload,Yes
179,2.94,49.89,35,Undervoltage,Yes
248,10.23,50.02,49,Overload,Yes
20,0.0,0.0,21,Line Break,Yes
164,3.55,49.9,25,Undervoltage,Yes
248,15.88,49.83,40,Overload,Yes
255,16.45,50.13,55,Overload,Yes
130,4.04,49.36,30,Undervoltage,Yes
259,10.47,50.12,52,Overload,Yes
248,15.63,49.81,47,Overload,Yes
157,4.72,49.55,26,Undervoltage,Yes
245,14.94,49.95,51,Overload,Yes
288,8.58,50.2,42,Overvoltage,Yes
111,2.7,49.94,25,Undervoltage,Yes
11,0.0,0.0,25,Line Break,Yes
262,8.7,50.34,36,Overvoltage,Yes
224,7.99,50.03,30,Normal,No
119,4.61,49.55,31,Undervoltage,Yes
238,4.98,49.96,34,Normal,No
297,7.52,50.24,30,Overvoltage,Yes
260,10.14,50.01,40,Overload,Yes
229,3.17,50.02,35,Normal,No
290,8.68,50.06,31,Overvoltage,Yes
279,6.87,50.81,35,Overvoltage,Yes
12,0.0,0.0,22,Line Break,Yes
245,14.86,49.91,48,Overload,Yes
249,12.12,50.09,50,Overload,Yes
273,9.27,50.21,41,Overvoltage,Yes
266,8.08,50.59,45,Overvoltage,Yes
2,0.0,0.0,20,Line Break,Yes
17,0.0,0.0,21,Line Break,Yes
257,10.83,49.81,43,Overload,Yes
232,7.05,49.91,25,Normal,No
6,0.0,0.0,26,Line Break,Yes
297,8.77,50.5,40,Overvoltage,Yes
145,5.16,49.69,33,Undervoltage,Yes
252,15.9,49.98,53,Overload,Yes
121,5.81,49.09,28,Undervoltage,Yes
151,4.04,49.24,31,Undervoltage,Yes
17,0.0,0.0,30,Line Break,Yes
245,18.0,50.14,47,Overload,Yes
7,0.0,0.0,28,Line Break,Yes
270,8.01,50.22,40,Overvoltage,Yes
0,0.0,0.0,22,Line Break,Yes
259,18.6,49.92,53,Overload,Yes
295,8.86,50.07,41,Overvoltage,Yes
141,2.87,49.2,28,Undervoltage,Yes
8,0.0,0.0,27,Line Break,Yes
243,18.31,49.88,44,Overload,Yes
220,4.51,49.89,25,Normal,No
4,0.0,0.0,24,Line Break,Yes
267,7.43,50.6,30,Overvoltage,Yes
10,0.0,0.0,27,Line Break,Yes
257,10.65,50.02,47,Overload,Yes
252,15.31,50.0,44,Overload,Yes
12,0.0,0.0,30,Line Break,Yes
220,7.52,50.07,34,Normal,No
290,6.13,50.04,39,Overvoltage,Yes
14,0.0,0.0,22,Line Break,Yes
269,5.65,50.58,31,Overvoltage,Yes
229,4.48,50.15,31,Normal,No
20,0.0,0.0,20,Line Break,Yes
137,3.44,49.28,28,Undervoltage,Yes
283,5.31,50.19,36,Overvoltage,Yes
236,6.87,49.96,32,Normal,No
11,0.0,0.0,23,Line Break,Yes
254,13.96,49.94,44,Overload,Yes
16,0.0,0.0,22,Line Break,Yes
296,6.1,50.94,41,Overvoltage,Yes
234,7.74,49.83,32,Normal,No
236,3.93,50.02,28,Normal,No
258,14.14,49.93,46,Overload,Yes
285,5.48,50.38,30,Overvoltage,Yes
286,9.26,50.53,37,Overvoltage,Yes
236,6.46,50.15,31,Normal,No
0,0.0,0.0,26,Line Break,Yes
1,0.0,0.0,21,Line Break,Yes
124,3.37,49.87,33,Undervoltage,Yes
176,3.68,49.32,34,Undervoltage,Yes
154,2.15,49.96,25,Undervoltage,Yes
13,0.0,0.0,20,Line Break,Yes
266,9.59,50.77,43,Overvoltage,Yes
103,3.29,49.09,26,Undervoltage,Yes
246,15.89,50.15,52,Overload,Yes
229,7.27,50.15,27,Normal,No
155,4.85,49.09,31,Undervoltage,Yes
242,14.63,49.97,53,Overload,Yes
273,7.44,50.84,30,Overvoltage,Yes
235,4.64,50.06,30,Normal,No
110,2.08,49.57,33,Undervoltage,Yes
125,3.85,49.74,34,Undervoltage,Yes
2,0.0,0.0,23,Line Break,Yes
160,4.26,49.33,30,Undervoltage,Yes
276,8.46,50.84,36,Overvoltage,Yes
220,6.44,49.88,33,Normal,No
16,0.0,0.0,20,Line Break,Yes
14,0.0,0.0,20,Line Break,Yes
237,6.74,49.92,33,Normal,No
227,5.06,49.98,30,Normal,No
2,0.0,0.0,21,Line Break,Yes
241,19.98,50.18,49,Overload,Yes
161,5.28,49.62,26,Undervoltage,Yes
12,0.0,0.0,22,Line Break,Yes
1,0.0,0.0,22,Line Break,Yes
234,3.02,50.07,32,Normal,No
151,3.74,49.31,30,Undervoltage,Yes
248,11.66,50.15,53,Overload,Yes
232,5.6,49.83,35,Normal,No
227,4.05,50.05,31,Normal,No
2,0.0,0.0,30,Line Break,Yes
283,8.05,50.88,34,Overvoltage,Yes
228,6.45,49.85,33,Normal,No
18,0.0,0.0,26,Line Break,Yes
15,0.0,0.0,23,Line Break,Yes
153,4.64,49.53,31,Undervoltage,Yes
220,4.33,49.82,34,Normal,No
241,11.51,50.01,55,Overload,Yes
173,5.51,49.09,35,Undervoltage,Yes
137,2.39,49.59,32,Undervoltage,Yes
152,5.18,49.31,33,Undervoltage,Yes
13,0.0,0.0,30,Line Break,Yes
160,3.2,49.48,27,Undervoltage,Yes
104,4.84,49.85,25,Undervoltage,Yes
234,5.98,50.13,26,Normal,No
296,7.19,50.93,33,Overvoltage,Yes
294,7.82,50.08,34,Overvoltage,Yes
289,8.85,50.49,40,Overvoltage,Yes
290,5.86,50.21,39,Overvoltage,Yes
226,5.85,50.05,35,Normal,No
177,5.43,49.69,28,Undervoltage,Yes
272,9.67,50.97,41,Overvoltage,Yes
6,0.0,0.0,29,Line Break,Yes
244,15.79,49.96,55,Overload,Yes
237,7.48,49.83,32,Normal,No
6,0.0,0.0,22,Line Break,Yes
171,2.99,49.71,30,Undervoltage,Yes
246,17.63,50.14,55,Overload,Yes
257,18.1,49.84,52,Overload,Yes
236,7.83,49.93,35,Normal,No
229,4.07,50.01,31,Normal,No
226,4.03,50.14,34,Normal,No
157,4.72,49.17,35,Undervoltage,Yes
268,8.64,50.03,30,Overvoltage,Yes
10,0.0,0.0,26,Line Break,Yes
0,0.0,0.0,29,Line Break,Yes
258,14.43,50.07,42,Overload,Yes
3,0.0,0.0,21,Line Break,Yes
258,18.12,49.9,50,Overload,Yes
270,7.98,50.43,32,Overvoltage,Yes
103,4.03,49.22,33,Undervoltage,Yes
20,0.0,0.0,24,Line Break,Yes
258,12.75,49.87,43,Overload,Yes
281,5.03,50.27,37,Overvoltage,Yes
141,2.03,49.71,34,Undervoltage,Yes
112,5.31,49.07,28,Undervoltage,Yes
271,5.83,50.1,40,Overvoltage,Yes
154,2.77,49.22,26,Undervoltage,Yes
108,5.3,49.88,29,Undervoltage,Yes
225,4.14,50.09,28,Normal,No
229,7.59,50.1,29,Normal,No
259,13.31,50.03,48,Overload,Yes
175,3.57,49.76,31,Undervoltage,Yes
270,6.7,50.78,42,Overvoltage,Yes
292,6.32,50.53,37,Overvoltage,Yes
299,7.0,50.25,36,Overvoltage,Yes
228,7.68,50.14,26,Normal,No
252,16.14,49.99,46,Overload,Yes
110,3.1,49.72,31,Undervoltage,Yes
281,7.4,50.48,31,Overvoltage,Yes
151,3.36,49.22,31,Undervoltage,Yes
15,0.0,0.0,20,Line Break,Yes
289,7.48,50.11,36,Overvoltage,Yes
258,14.44,49.95,47,Overload,Yes
255,13.7,50.01,47,Overload,Yes
173,5.72,49.77,28,Undervoltage,Yes
119,5.34,49.66,26,Undervoltage,Yes
234,6.47,50.04,34,Normal,No
253,11.13,49.8,45,Overload,Yes
18,0.0,0.0,24,Line Break,Yes
233,5.02,50.13,26,Normal,No
231,7.19,49.91,34,Normal,No
230,3.64,50.18,30,Normal,No
260,14.22,50.07,53,Overload,Yes
250,15.59,50.06,43,Overload,Yes
109,3.3,49.46,26,Undervoltage,Yes
238,3.57,49.93,32,Normal,No
5,0.0,0.0,24,Line Break,Yes
279,8.82,50.44,41,Overvoltage,Yes
254,10.41,49.84,43,Overload,Yes
148,5.9,49.2,35,Undervoltage,Yes
112,4.64,49.32,25,Undervoltage,Yes
17,0.0,0.0,21,Line Break,Yes
127,4.75,49.19,35,Undervoltage,Yes
245,16.24,50.03,49,Overload,Yes
104,5.13,49.16,26,Undervoltage,Yes
233,5.26,50.12,35,Normal,No
9,0.0,0.0,22,Line Break,Yes
293,8.3,50.48,39,Overvoltage,Yes
19,0.0,0.0,22,Line Break,Yes
265,6.2,50.66,33,Overvoltage,Yes
267,5.34,50.12,35,Overvoltage,Yes
240,11.31,50.05,51,Overload,Yes
16,0.0,0.0,21,Line Break,Yes
269,8.44,50.77,34,Overvoltage,Yes
295,6.88,50.16,38,Overvoltage,Yes
241,16.3,49.85,46,Overload,Yes
276,6.27,50.58,44,Overvoltage,Yes
111,5.68,49.17,29,Undervoltage,Yes
271,7.42,50.5,35,Overvoltage,Yes
19,0.0,0.0,26,Line Break,Yes
298,5.45,50.81,38,Overvoltage,Yes
232,4.6,49.96,26,Normal,No
261,6.02,50.79,37,Overvoltage,Yes
2,0.0,0.0,21,Line Break,Yes
132,2.68,49.15,27,Undervoltage,Yes
268,9.01,50.86,42,Overvoltage,Yes
257,17.82,49.96,49,Overload,Yes
222,5.73,49.98,30,Normal,No
229,7.13,50.15,29,Normal,No
233,6.66,50.02,29,Normal,No
244,19.68,50.08,44,Overload,Yes
113,4.78,49.6,26,Undervoltage,Yes
262,5.03,50.72,33,Overvoltage,Yes
124,5.26,49.52,27,Undervoltage,Yes
20,0.0,0.0,29,Line Break,Yes
222,3.33,49.93,32,Normal,No
277,6.59,50.35,35,Overvoltage,Yes
288,9.16,50.35,40,Overvoltage,Yes
268,6.22,50.74,34,Overvoltage,Yes
6,0.0,0.0,21,Line Break,Yes
20,0.0,0.0,22,Line Break,Yes
154,2.76,49.91,30,Undervoltage,Yes
245,18.3,49.81,44,Overload,Yes
125,4.56,49.42,34,Undervoltage,Yes
297,9.0,50.66,44,Overvoltage,Yes
3,0.0,0.0,21,Line Break,Yes
260,19.52,50.19,48,Overload,Yes
296,6.45,50.41,45,Overvoltage,Yes
256,12.33,50.06,43,Overload,Yes
145,3.53,49.67,26,Undervoltage,Yes
222,3.85,50.0,26,Normal,No
242,12.71,49.8,49,Overload,Yes
245,17.57,50.17,42,Overload,Yes
108,5.12,49.51,25,Undervoltage,Yes
276,7.44,50.57,37,Overvoltage,Yes
231,3.23,49.86,26,Normal,No
228,5.25,49.84,26,Normal,No
5,0.0,0.0,23,Line Break,Yes
240,10.1,50.13,55,Overload,Yes
100,3.97,49.3,32,Undervoltage,Yes
19,0.0,0.0,20,Line Break,Yes
289,6.76,50.78,41,Overvoltage,Yes
290,8.9,50.47,34,Overvoltage,Yes
244,12.09,49.94,54,Overload,Yes
236,7.43,49.86,34,Normal,No
223,3.18,50.01,25,Normal,No
7,0.0,0.0,27,Line Break,Yes
229,4.72,50.15,31,Normal,No
173,3.6,49.99,29,Undervoltage,Yes
244,14.79,49.86,41,Overload,Yes
7,0.0,0.0,25,Line Break,Yes
174,3.28,49.75,29,Undervoltage,Yes
4,0.0,0.0,25,Line Break,Yes
238,6.69,49.99,25,Normal,No
255,10.56,49.83,44,Overload,Yes
244,13.09,49.96,44,Overload,Yes
241,14.09,49.97,49,Overload,Yes
270,8.85,50.82,36,Overvoltage,Yes
222,7.36,50.06,34,Normal,No
222,6.52,49.86,33,Normal,No
118,5.24,49.38,30,Undervoltage,Yes
14,0.0,0.0,23,Line Break,Yes
223,3.73,50.05,35,Normal,No
10,0.0,0.0,21,Line Break,Yes
272,6.14,50.13,41,Overvoltage,Yes
274,5.89,50.49,38,Overvoltage,Yes
11,0.0,0.0,28,Line Break,Yes
131,3.41,49.52,32,Undervoltage,Yes
298,7.76,50.02,45,Overvoltage,Yes
225,7.7,50.1,34,Normal,No
102,5.02,49.05,27,Undervoltage,Yes
260,19.67,50.04,55,Overload,Yes
142,2.71,49.71,29,Undervoltage,Yes
258,15.76,49.88,43,Overload,Yes
285,9.23,50.41,33,Overvoltage,Yes
260,16.84,49.89,54,Overload,Yes
222,5.5,49.89,25,Normal,No
224,7.56,50.0,31,Normal,No
114,4.73,49.6,29,Undervoltage,Yes
282,5.79,50.55,45,Overvoltage,Yes
151,3.92,49.71,25,Undervoltage,Yes
221,3.23,49.97,34,Normal,No
244,16.92,49.81,44,Overload,Yes
129,3.19,49.88,26,Undervoltage,Yes
117,4.71,49.32,33,Undervoltage,Yes
274,5.75,50.25,45,Overvoltage,Yes
12,0.0,0.0,24,Line Break,Yes
252,12.46,50.04,47,Overload,Yes
287,7.83,50.93,41,Overvoltage,Yes
19,0.0,0.0,27,Line Break,Yes
293,5.05,50.32,44,Overvoltage,Yes
235,7.19,49.99,34,Normal,No
244,13.5,50.14,44,Overload,Yes
223,4.39,49.83,32,Normal,No
235,6.13,50.19,28,Normal,No
0,0.0,0.0,27,Line Break,Yes
153,2.74,49.75,28,Undervoltage,Yes
226,3.21,49.85,32,Normal,No
258,11.24,49.95,44,Overload,Yes
259,11.92,49.95,49,Overload,Yes
241,11.08,49.89,54,Overload,Yes
230,3.63,50.1,26,Normal,No
133,3.01,49.44,32,Undervoltage,Yes
229,3.24,50.06,29,Normal,No
232,3.43,50.04,30,Normal,No
226,3.24,49.95,27,Normal,No
245,17.01,50.18,50,Overload,Yes
2,0.0,0.0,26,Line Break,Yes
3,0.0,0.0,30,Line Break,Yes
225,6.69,50.04,29,Normal,No
2,0.0,0.0,30,Line Break,Yes
224,3.66,50.02,31,Normal,No
124,3.9,49.63,25,Undervoltage,Yes
258,17.32,49.85,44,Overload,Yes
221,7.77,50.0,27,Normal,No
281,9.25,50.13,36,Overvoltage,Yes
268,5.4,50.47,42,Overvoltage,Yes
100,5.59,49.24,27,Undervoltage,Yes
268,5.01,50.32,39,Overvoltage,Yes
18,0.0,0.0,27,Line Break,Yes
291,5.37,50.59,36,Overvoltage,Yes
225,4.54,50.06,33,Normal,No
277,7.77,50.34,30,Overvoltage,Yes
124,2.16,49.01,30,Undervoltage,Yes
107,4.41,49.27,25,Undervoltage,Yes
9,0.0,0.0,22,Line Break,Yes
274,5.66,50.01,32,Overvoltage,Yes
14,0.0,0.0,26,Line Break,Yes
220,6.58,49.93,26,Normal,No
10,0.0,0.0,27,Line Break,Yes
248,19.78,49.95,43,Overload,Yes
227,3.09,50.05,33,Normal,No
100,4.02,49.2,33,Undervoltage,Yes
176,4.68,49.08,32,Undervoltage,Yes
177,3.71,49.17,35,Undervoltage,Yes
252,16.16,50.02,43,Overload,Yes
222,6.48,49.8,32,Normal,No
237,3.09,50.14,27,Normal,No
9,0.0,0.0,22,Line Break,Yes
156,3.93,49.64,31,Undervoltage,Yes
14,0.0,0.0,26,Line Break,Yes
228,7.11,50.1,32,Normal,No
0,0.0,0.0,24,Line Break,Yes
240,13.55,49.82,42,Overload,Yes
258,16.06,50.09,49,Overload,Yes
137,2.46,49.05,32,Undervoltage,Yes
8,0.0,0.0,23,Line Break,Yes
235,5.43,50.02,32,Normal,No
256,16.65,49.86,48,Overload,Yes
276,6.89,50.35,34,Overvoltage,Yes
275,7.81,50.25,35,Overvoltage,Yes
0,0.0,0.0,24,Line Break,Yes
242,16.86,49.96,46,Overload,Yes
249,14.22,49.9,43,Overload,Yes
287,6.75,50.51,35,Overvoltage,Yes
108,3.58,49.1,34,Undervoltage,Yes
222,3.34,50.19,29,Normal,No
283,9.5,50.97,38,Overvoltage,Yes
118,2.43,49.1,30,Undervoltage,Yes
272,9.74,50.63,42,Overvoltage,Yes
14,0.0,0.0,25,Line Break,Yes
19,0.0,0.0,22,Line Break,Yes
223,5.75,49.89,28,Normal,No
293,6.72,50.6,35,Overvoltage,Yes
119,5.71,49.24,35,Undervoltage,Yes
9,0.0,0.0,24,Line Break,Yes
139,2.54,49.19,30,Undervoltage,Yes
275,6.2,50.62,43,Overvoltage,Yes
7,0.0,0.0,27,Line Break,Yes
259,13.52,50.1,45,Overload,Yes
17,0.0,0.0,26,Line Break,Yes
275,5.85,50.94,41,Overvoltage,Yes
259,15.55,50.08,46,Overload,Yes
175,2.23,49.03,30,Undervoltage,Yes
221,5.76,50.15,33,Normal,No
296,5.39,50.21,40,Overvoltage,Yes
221,5.6,49.85,28,Normal,No
133,4.29,49.17,31,Undervoltage,Yes
251,18.87,49.94,49,Overload,Yes
11,0.0,0.0,30,Line Break,Yes
246,18.7,49.84,51,Overload,Yes
117,4.08,49.74,34,Undervoltage,Yes
142,3.74,49.51,29,Undervoltage,Yes
2,0.0,0.0,30,Line Break,Yes
288,8.7,50.75,33,Overvoltage,Yes
272,9.8,50.24,34,Overvoltage,Yes
160,4.66,49.48,33,Undervoltage,Yes
9,0.0,0.0,29,Line Break,Yes
154,5.0,49.14,27,Undervoltage,Yes
15,0.0,0.0,21,Line Break,Yes
280,9.9,50.51,36,Overvoltage,Yes
100,2.09,49.85,26,Undervoltage,Yes
229,7.52,50.02,27,Normal,No
159,3.37,49.77,27,Undervoltage,Yes
16,0.0,0.0,27,Line Break,Yes
144,2.87,49.32,31,Undervoltage,Yes
123,4.66,49.48,35,Undervoltage,Yes
255,10.67,50.19,40,Overload,Yes
19,0.0,0.0,24,Line Break,Yes
12,0.0,0.0,20,Line Break,Yes
134,2.18,49.19,35,Undervoltage,Yes
102,2.95,49.83,35,Undervoltage,Yes
148,3.36,49.61,26,Undervoltage,Yes
228,7.5,50.18,26,Normal,No
146,3.34,49.83,26,Undervoltage,Yes
293,5.32,50.23,45,Overvoltage,Yes
132,3.85,49.07,28,Undervoltage,Yes
240,17.61,49.84,53,Overload,Yes
1,0.0,0.0,26,Line Break,Yes
20,0.0,0.0,30,Line Break,Yes
163,4.85,49.01,35,Undervoltage,Yes
